Країна,Показник(англ),Показник,Категорія розрізу(англ),Категорія розрізу, Види діяльності,Види продукції,Види продуктів,Групи продуктів,Розріз(англ),Продукти,Рік,Значення в нац. валюті(млн),Курс НБ,Значення в $(млн)
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Вирощування с/г тварин,CATTLE,Велика рогата худоба,2021,19986,"27,28","732,6246334"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Вирощування с/г тварин,CATTLE,Велика рогата худоба,2022,15522,"36,57","424,4462674"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Продукти тваринництва,OTH_ANIMAL_PROD,Інші продукти тваринництва,2014,319,"15,77","20,22828155"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Продукти тваринництва,OTH_ANIMAL_PROD,Інші продукти тваринництва,2015,512,24,"21,33333333"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Продукти тваринництва,OTH_ANIMAL_PROD,Інші продукти тваринництва,2016,803,"27,19","29,53291651"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Продукти тваринництва,OTH_ANIMAL_PROD,Інші продукти тваринництва,2017,877,"28,07","31,24332027"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Продукти тваринництва,OTH_ANIMAL_PROD,Інші продукти тваринництва,2018,863,"27,69","31,1664861"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Продукти тваринництва,OTH_ANIMAL_PROD,Інші продукти тваринництва,2019,839,"23,69","35,41578725"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Продукти тваринництва,OTH_ANIMAL_PROD,Інші продукти тваринництва,2020,836,"28,27","29,57198444"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Продукти тваринництва,OTH_ANIMAL_PROD,Інші продукти тваринництва,2021,976,"27,28","35,7771261"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Продукти тваринництва,OTH_ANIMAL_PROD,Інші продукти тваринництва,2022,1117,"36,57","30,54416188"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Вирощування с/г тварин,SHEEP_GOATS,Вівці та кози,2014,375,"15,77","23,77932784"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Вирощування с/г тварин,SHEEP_GOATS,Вівці та кози,2015,491,24,"20,45833333"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Вирощування с/г тварин,SHEEP_GOATS,Вівці та кози,2016,554,"27,19","20,37513792"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Вирощування с/г тварин,SHEEP_GOATS,Вівці та кози,2017,556,"28,07","19,8076238"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Вирощування с/г тварин,SHEEP_GOATS,Вівці та кози,2018,731,"27,69","26,39942217"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Вирощування с/г тварин,SHEEP_GOATS,Вівці та кози,2019,687,"23,69","28,99957788"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Вирощування с/г тварин,SHEEP_GOATS,Вівці та кози,2020,778,"28,27","27,52033958"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Вирощування с/г тварин,SHEEP_GOATS,Вівці та кози,2021,1033,"27,28","37,86656891"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Вирощування с/г тварин,SHEEP_GOATS,Вівці та кози,2022,1697,"36,57","46,40415641"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,WHEAT,Пшениця,2014,42847,"15,77","2716,994293"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,WHEAT,Пшениця,2015,70993,24,"2958,041667"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,WHEAT,Пшениця,2016,81184,"27,19","2985,803604"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,WHEAT,Пшениця,2017,94588,"28,07","3369,718561"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,WHEAT,Пшениця,2018,109884,"27,69","3968,36403"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,WHEAT,Пшениця,2019,113855,"23,69","4806,036302"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,WHEAT,Пшениця,2020,122984,"28,27","4350,336045"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,WHEAT,Пшениця,2021,205035,"27,28","7515,945748"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,WHEAT,Пшениця,2022,120431,"36,57","3293,163795"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Технічні культури,OTH_OIL_CROPS,Інші олійні культури,2014,819,"15,77","51,934052"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Технічні культури,OTH_OIL_CROPS,Інші олійні культури,2015,549,24,"22,875"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Технічні культури,OTH_OIL_CROPS,Інші олійні культури,2016,757,"27,19","27,84111806"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Технічні культури,OTH_OIL_CROPS,Інші олійні культури,2017,545,"28,07","19,41574635"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Технічні культури,OTH_OIL_CROPS,Інші олійні культури,2018,409,"27,69","14,77067533"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Технічні культури,OTH_OIL_CROPS,Інші олійні культури,2019,415,"23,69","17,51794006"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Технічні культури,OTH_OIL_CROPS,Інші олійні культури,2020,301,"28,27","10,64732932"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Технічні культури,OTH_OIL_CROPS,Інші олійні культури,2021,893,"27,28","32,73460411"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Технічні культури,OTH_OIL_CROPS,Інші олійні культури,2022,1240,"36,57","33,90757451"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Інші продукти рослинництва,OTH_CROP_PRODUCTS,Інші продукти рослинництва,2014,1267,"15,77","80,34242232"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Інші продукти рослинництва,OTH_CROP_PRODUCTS,Інші продукти рослинництва,2015,1902,24,"79,25"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Інші продукти рослинництва,OTH_CROP_PRODUCTS,Інші продукти рослинництва,2016,2323,"27,19","85,43582199"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Інші продукти рослинництва,OTH_CROP_PRODUCTS,Інші продукти рослинництва,2017,2608,"28,07","92,91058069"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Інші продукти рослинництва,OTH_CROP_PRODUCTS,Інші продукти рослинництва,2018,2662,"27,69","96,13578909"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Інші продукти рослинництва,OTH_CROP_PRODUCTS,Інші продукти рослинництва,2019,2821,"23,69","119,0797805"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Інші продукти рослинництва,OTH_CROP_PRODUCTS,Інші продукти рослинництва,2020,3518,"28,27","124,4428723"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Інші продукти рослинництва,OTH_CROP_PRODUCTS,Інші продукти рослинництва,2021,4577,"27,28","167,7785924"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Інші продукти рослинництва,OTH_CROP_PRODUCTS,Інші продукти рослинництва,2022,9488,"36,57","259,4476347"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,"Плоди, ягоди, виноград",FRUITS_BERRIES_GRAPES,"Плоди, ягоди, виноград",2014,12814,"15,77","812,5554851"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,"Плоди, ягоди, виноград",FRUITS_BERRIES_GRAPES,"Плоди, ягоди, виноград",2015,18390,24,"766,25"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,"Плоди, ягоди, виноград",FRUITS_BERRIES_GRAPES,"Плоди, ягоди, виноград",2016,18262,"27,19","671,6439868"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,"Плоди, ягоди, виноград",FRUITS_BERRIES_GRAPES,"Плоди, ягоди, виноград",2017,23741,"28,07","845,7784111"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,"Плоди, ягоди, виноград",FRUITS_BERRIES_GRAPES,"Плоди, ягоди, виноград",2018,23547,"27,69","850,3791983"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,"Плоди, ягоди, виноград",FRUITS_BERRIES_GRAPES,"Плоди, ягоди, виноград",2019,24769,"23,69","1045,546644"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,"Плоди, ягоди, виноград",FRUITS_BERRIES_GRAPES,"Плоди, ягоди, виноград",2020,26847,"28,27","949,6639547"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,"Плоди, ягоди, виноград",FRUITS_BERRIES_GRAPES,"Плоди, ягоди, виноград",2021,28805,"27,28","1055,90176"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,"Плоди, ягоди, виноград",FRUITS_BERRIES_GRAPES,"Плоди, ягоди, виноград",2022,24076,"36,57","658,3538419"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,RICE,Рис,2014,210,"15,77","13,31642359"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,RICE,Рис,2015,435,24,"18,125"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,RICE,Рис,2016,384,"27,19","14,12283928"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,RICE,Рис,2017,459,"28,07","16,3519772"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,RICE,Рис,2018,547,"27,69","19,75442398"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,RICE,Рис,2019,431,"23,69","18,19333052"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,RICE,Рис,2020,526,"28,27","18,60629643"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,RICE,Рис,2021,446,"27,28","16,34897361"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,RICE,Рис,2022,41,"36,57","1,121137544"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,OATS,Овес,2014,1051,"15,77","66,64552949"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,OATS,Овес,2015,1102,24,"45,91666667"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,OATS,Овес,2016,1540,"27,19","56,63847003"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,OATS,Овес,2017,1699,"28,07","60,5272533"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,OATS,Овес,2018,1763,"27,69","63,66919466"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,OATS,Овес,2019,1849,"23,69","78,04981005"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,OATS,Овес,2020,2413,"28,27","85,35550053"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,OATS,Овес,2021,2356,"27,28","86,36363636"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Зернові культури,OATS,Овес,2022,2058,"36,57","56,27563577"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Кормові культури,FODDER_CROPS,Кормові культури,2014,5980,"15,77","379,2010146"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Кормові культури,FODDER_CROPS,Кормові культури,2015,7268,24,"302,8333333"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Кормові культури,FODDER_CROPS,Кормові культури,2016,8015,"27,19","294,7774917"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Кормові культури,FODDER_CROPS,Кормові культури,2017,8562,"28,07","305,0231564"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Кормові культури,FODDER_CROPS,Кормові культури,2018,9735,"27,69","351,5709642"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Кормові культури,FODDER_CROPS,Кормові культури,2019,9087,"23,69","383,5795694"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Кормові культури,FODDER_CROPS,Кормові культури,2020,10351,"28,27","366,1478599"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Кормові культури,FODDER_CROPS,Кормові культури,2021,13884,"27,28","508,9442815"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Кормові культури,FODDER_CROPS,Кормові культури,2022,11746,"36,57","321,1922341"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Технічні культури,SUGAR_BEET,Цукровий буряк,2014,7768,"15,77","492,5808497"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Технічні культури,SUGAR_BEET,Цукровий буряк,2015,8150,24,"339,5833333"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Технічні культури,SUGAR_BEET,Цукровий буряк,2016,11894,"27,19","437,4402354"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Технічні культури,SUGAR_BEET,Цукровий буряк,2017,12292,"28,07","437,9052369"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Технічні культури,SUGAR_BEET,Цукровий буряк,2018,10464,"27,69","377,8981582"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Технічні культури,SUGAR_BEET,Цукровий буряк,2019,7691,"23,69","324,6517518"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Технічні культури,SUGAR_BEET,Цукровий буряк,2020,7972,"28,27","281,9950478"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Технічні культури,SUGAR_BEET,Цукровий буряк,2021,12633,"27,28","463,0865103"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск рослинництва,Технічні культури,SUGAR_BEET,Цукровий буряк,2022,15425,"36,57","421,7938201"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Вирощування с/г тварин,POULTRY,Птиця,2014,19689,"15,77","1248,509829"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Вирощування с/г тварин,POULTRY,Птиця,2015,28983,24,"1207,625"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Вирощування с/г тварин,POULTRY,Птиця,2016,30881,"27,19","1135,748437"
Україна,AGRICULTURE_OUTPUT_CURR,Випуск с/г,TYPES_GROUPS_PROD_ACT,Види (групи) продукції (діяльності),Випуск продукції с/г,Випуск с/г продуктів,Випуск тваринництва,Вирощування с/г тварин,POULTRY,Птиця,2017,38481,"28,07","1370,894193"
