"Показник","Показник","Територіальний розріз","Територіальний розріз","Категорія розрізу","Категорія розрізу","Розріз","Розріз","Періодичність","Періодичність","Період","Значення cпостереження","Одиниця виміру","Одиниця виміру","Масштабування","Масштабування","Кількість десяткових знаків","Кількість десяткових знаків","Спеціальне значення даних","Спеціальне значення даних","Примітки набору даних","Примітки часового ряду","Примітки спостереження"
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","ANIMALS","Тваринництво (вирощування cільськогосподарських тварин)","A","Річна","2020","110358","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","ANIMALS","Тваринництво (вирощування cільськогосподарських тварин)","A","Річна","2021","127891","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","ANIMALS","Тваринництво (вирощування cільськогосподарських тварин)","A","Річна","2022","136627","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","CATTLE","Велика рогата худоба","A","Річна","2014","9130","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","CATTLE","Велика рогата худоба","A","Річна","2015","13584","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","CATTLE","Велика рогата худоба","A","Річна","2016","13927","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","CATTLE","Велика рогата худоба","A","Річна","2017","17013","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","CATTLE","Велика рогата худоба","A","Річна","2018","18535","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","CATTLE","Велика рогата худоба","A","Річна","2019","17349","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","CATTLE","Велика рогата худоба","A","Річна","2020","18905","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","CATTLE","Велика рогата худоба","A","Річна","2021","19986","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","CATTLE","Велика рогата худоба","A","Річна","2022","15522","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","NET_INCOME","Чистий поточний прибуток/змішаний дохід у сільському господарстві","A","Річна","2014","114626","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","NET_INCOME","Чистий поточний прибуток/змішаний дохід у сільському господарстві","A","Річна","2015","182974","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","NET_INCOME","Чистий поточний прибуток/змішаний дохід у сільському господарстві","A","Річна","2016","214091","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","NET_INCOME","Чистий поточний прибуток/змішаний дохід у сільському господарстві","A","Річна","2017","220354","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","NET_INCOME","Чистий поточний прибуток/змішаний дохід у сільському господарстві","A","Річна","2018","246838","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","NET_INCOME","Чистий поточний прибуток/змішаний дохід у сільському господарстві","A","Річна","2019","229467","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","NET_INCOME","Чистий поточний прибуток/змішаний дохід у сільському господарстві","A","Річна","2020","253353","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","NET_INCOME","Чистий поточний прибуток/змішаний дохід у сільському господарстві","A","Річна","2021","401295","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","OTH_ANIMAL_PROD","Інші продукти тваринництва","A","Річна","2014","2249","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","OTH_ANIMAL_PROD","Інші продукти тваринництва","A","Річна","2015","3647","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","OTH_ANIMAL_PROD","Інші продукти тваринництва","A","Річна","2016","4164","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","OTH_ANIMAL_PROD","Інші продукти тваринництва","A","Річна","2017","5092","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","OTH_ANIMAL_PROD","Інші продукти тваринництва","A","Річна","2018","6134","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","OTH_ANIMAL_PROD","Інші продукти тваринництва","A","Річна","2019","5494","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","OTH_ANIMAL_PROD","Інші продукти тваринництва","A","Річна","2020","5409","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","OTH_ANIMAL_PROD","Інші продукти тваринництва","A","Річна","2021","6583","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","OTH_ANIMAL_PROD","Інші продукти тваринництва","A","Річна","2022","7019","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","SHEEP_GOATS","Вівці та кози","A","Річна","2014","375","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","SHEEP_GOATS","Вівці та кози","A","Річна","2015","491","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","SHEEP_GOATS","Вівці та кози","A","Річна","2016","554","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","SHEEP_GOATS","Вівці та кози","A","Річна","2017","556","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","SHEEP_GOATS","Вівці та кози","A","Річна","2018","731","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","SHEEP_GOATS","Вівці та кози","A","Річна","2019","687","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","SHEEP_GOATS","Вівці та кози","A","Річна","2020","778","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","SHEEP_GOATS","Вівці та кози","A","Річна","2021","1033","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","SHEEP_GOATS","Вівці та кози","A","Річна","2022","1697","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","COMP_EMP","Оплата праці найманих працівників  у сільському господарстві","A","Річна","2014","30461","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","COMP_EMP","Оплата праці найманих працівників  у сільському господарстві","A","Річна","2015","34038","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","COMP_EMP","Оплата праці найманих працівників  у сільському господарстві","A","Річна","2016","39731","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","COMP_EMP","Оплата праці найманих працівників  у сільському господарстві","A","Річна","2017","52810","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","COMP_EMP","Оплата праці найманих працівників  у сільському господарстві","A","Річна","2018","71483","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","COMP_EMP","Оплата праці найманих працівників  у сільському господарстві","A","Річна","2019","79145","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","COMP_EMP","Оплата праці найманих працівників  у сільському господарстві","A","Річна","2020","86924","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","COMP_EMP","Оплата праці найманих працівників  у сільському господарстві","A","Річна","2021","128342","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","WHEAT","Пшениця","A","Річна","2014","42847","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","WHEAT","Пшениця","A","Річна","2015","70993","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","WHEAT","Пшениця","A","Річна","2016","81184","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","WHEAT","Пшениця","A","Річна","2017","94588","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","WHEAT","Пшениця","A","Річна","2018","109884","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","WHEAT","Пшениця","A","Річна","2019","113855","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","WHEAT","Пшениця","A","Річна","2020","122984","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","WHEAT","Пшениця","A","Річна","2021","205035","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"AGRICULTURE_OUTPUT_CURR","Випуск сільського господарства (у фактичних цінах)","UA00000000000000000","Україна","TYPES_GROUPS_PROD_ACT","Види (групи) продукції (діяльності)","WHEAT","Пшениця","A","Річна","2022","120431","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","GROSS_ADDED","Валова додана вартість у сільському господарстві у фактичних цінах","A","Річна","2014","156385","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","GROSS_ADDED","Валова додана вартість у сільському господарстві у фактичних цінах","A","Річна","2015","232368","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
"PROD_ACC_INCOME_GEN_CURR"," Рахунки виробництва та утворення доходу у сільському господарстві (у фактичних цінах)","UA00000000000000000","Україна","ACC_ELEMENTS","Елементи рахунків","GROSS_ADDED","Валова додана вартість у сільському господарстві у фактичних цінах","A","Річна","2016","270395","1090","Гривня","6","Мільйони","0","Нуль","","","","Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях.",""
